,QUESTION,ENG,TYPE ENTITE,ROLE SEMANTIQUE,COMMENTAIRES
9942,Quand est mort Charles de Navarre ?,When,Time,,
19393,Qui quitte le club en 2009 ?,Who,Human,,
19225,Qui n'a pas réussi à se classer dans le top dix ?,Who,Human,,
7060,Où le navire prit il place ?,Where,Location,,
8060,Pour qui la restauration du Grand Bouddha est elle une réussite ?,Who,Human,,
6133,En quelle année le Piémont enregistre-t-il une amélioration de son économie ?,When,Time,,
17873,Qui a proposé la Home Rule ?,Who,Human,,
1454,Combien d'esquisses étaient dessinées par Albert Hunter par jour ?,How_Many,Measure,,
6094,En quelle année la loi de la réciprocité quadratique pose question ?,When,Time,,
10012,Quand est-ce que Christine Färber a publié un texte sur l'évolution des burnout ?,When,Time,,
9686,Quand Yohannes nomme-t-il Adal Tessemma Negus du Keffa ?,When,Time,,
19639,Qui sont les deux prisonniers irlandais échappés de Norfolk?,Who,Human,,
17714,Qui a détaillé et approfondi les idées de Bell ?,Who,Human,,
17767,Qui a gagné le Choc des Olympiques ?,Who,Human,,
10093,Quand est-ce que son cercueil est transporté à la basilique Santa Maria supra Minerva ?,When,Time,,
2278,Combien de victoires les Bruins font-ils après les défaites ?,How_Many,Measure,,
10500,Quand se déroule la cérémonie de l'Omizu-tori ?,When,Time,,
184,A proximité de quoi se situe le deuxième pont décrit dans le texte?,Where,Location,,
7259,Où se situe la grotte de Gorham ?,Where,Location,,
1419,Combien d'assonances se composent-elles de trois syllabes?,How_Many,Measure,,
18371,Qui décède en décembre 1859?,Who,Human,,
19196,Qui lui tend un piège?,Who,Human,,
18674,Qui est la seule chance d'éviter la destruction selon Chamberlain ?,Who,Human,,
9464,Quand Baron Waqa devient-il président de la République ?,When,Time,,
1063,Au maximum de combien de peuvent être les précipitations ?,How_Many,Measure,,
260,A quel auteur la censure nuit-elle?,Who,Human,,
7194,Où se déroule la première scène d'Orgueil et Préjugé ?,Where,Location,,
17848,Qui a peint Der Berggeist ?,Who,Human,,
629,A quelles altitudes est située la forêt tropicale ?,0,Measure,,
18356,Qui décide de la restauration du temple ?,Who,Human,,
7533,Par qui Bill Tytla s'est-il-fait interviewer ?,Who,Human,,
18034,Qui a écrit un livre en 2001 ?,Who,Human,,
6486,Jusqu'à quelle année l'approximation de 4 000 000 victimes est valable ?,0,Time,,
20637,À qui appartient le persan blanc qui apparaît dans l'univers James Bond ?,Who,Human,,
10436,Quand leurs compositions ont elles été reprises par Tori Amos ?,When,Time,,
5811,En quelle année Michel Rio écrit-il Merlin ?,When,Time,,
726,A qui est revendu l'écurie Coloni ?,Who,Human,,
10296,Quand le campus du Lincoln Center a-t-il été créé ?,When,Time,,
1378,Combien coûte la réfection ?,How_Many,Measure,,
6042,En quelle année fut établi le premier standard des persans ?,When,Time,,
6782,Où auraient été domestiquées les premières chèvres ?,Where,Location,,
10270,Quand le Conseil municipal a-t-il adopté le projet de réseau de Fulgence Bienvenüe?,When,Time,,
20224,Sur quelle période ont lieu les essais ?,0,Time,,
1495,Combien d'illustrations figurent dans la publication du Harpers Weekly?,How_Many,Measure,,
6742,Où a eu lieu la deuxième expédition de Revett ?,Where,Location,,
122,A partir de quand le sud du centre a t-il été aménagé ?,When,Time,,
1382,Combien coûtent au total les travaux d'aménagement du site de l'Exposition en euros?,How_Many,Measure,,
1211,Avec qui Churchill est-il en désaccord sur le statut de l'Inde ?,Who,Human,,
18659,Qui est la ministre de l'Ecologie et du Développement durable en 2005?,Who,Human,,
7146,Où peut-on lire l'article trouvé par Robin Allan aujourd'hui ?,Where,Location,,
10055,Quand est-ce que la ligne a permis un trajet jusque Gambetta?,When,Time,,
17646,Qui a connu une réputation d'invincibilité ?,Who,Human,,
6999,Où jouaient les Bruins avant la saison 1928-1929 ?,Where,Location,,
19842,Qui était William Faulkner ?,Who,Human,,
1559,Combien d'étoiles Rock & Foll décerne t'il a l'album ?,How_Many,Measure,,
467,A quelle date a eu lieu le coup d'état des militaires grecs?,When,Time,,
9453,Quand Anton Ludwig Fahnehjelm demanda-t-il des droits sur le navire ?,When,Time,,
5191,De qui Priscus donne-t-il une description physique ?,Who,Human,,
5896,En quelle année a été créé un contrôle simplifié pour les races à faibles effectifs ?,When,Time,,
18198,Qui commence à apprécier le groupe ?,Who,Human,,
7551,Par qui Yaméogo se fait-il délaisser?,Who,Human,,
10343,Quand le premier bâtiment du Lincoln Square Renewal Project ouvrit il ?,When,Time,,
6904,Où est situé le siège de la décapole ?,Where,Location,,
18101,Qui affirme que la métamorphose de Dickens réside dans le détail de son monde ?,Who,Human,,
10236,Quand la première pierre de l'établissement de thalassothérapie est-elle posée?,When,Time,,
20626,À qui Merlin donne le nouveau-né ?,Who,Human,,
5768,En quelle année Churchill a-t-il publié Hitler and his choice ?,When,Time,,
18308,Qui dirige la Turquie ?,Who,Human,,
113,A partir de quand débutent les travaux de construction du canal de Panama?,When,Time,,
168,A partir de quelle période la cause de l'épuisement professionnel change t-elle ?,0,Time,,
6924,Où est-ce qu'on a identifié un four produisant de la fonte en fusion ?,Where,Location,,
19153,Qui joue le Miroir magique dans l'adaptation de Blanche-Neige et les Sept Nains par jean Bolo en 1962 ?,Who,Human,,
332,"A quel mot fait référence ""éponyme"" dans la première phrase ?",0,Thing,,quel mot ?
10054,Quand est-ce que la langue fut connue ?,When,Time,,
5166,De qui Dickens tire-t-il le personnage de Miss Havisham?,Who,Human,,
228,A quand remonte la restauration de l'éperon royal ?,When,Time,,
6544,Le canal est-il à double sens ou bien à circulation alternée?,0,Boolean,,Boolean
1681,Combien de chèvres pouvait-on trouver dans la capitale ?,How_Many,Measure,,
19504,Qui s'est occupé des décors du film ?,Who,Human,,
10283,Quand le Royaume-Uni et la Nouvelle-Zélande ont-ils versé à Nauru de l'argent pour compenser la perte des terrains agricoles,When,Time,,
18906,Qui est le vicomte de Melun ?,Who,Human,,
7729,Pendant combien d'années le Vasa a-t-il séché lentement ?,When,Time,,
230,A quand remonte la sortie du sixième album studio de Green Day ?,When,Time,,
9596,Quand Monmouth rédige-t-il son Histoire des rois de Bretagne ?,When,Time,,
9908,Quand est ce que Churchill attaque une loi sur le sucre ?,When,Time,,
6753,Où a lieu le bal auquel Mr Bennet accompagne sa femme ?,Where,Location,,
18108,Qui aide Fielding en 1748?,Who,Human,,
10449,Quand ont commencé les premières études pour un second moyen métrage ?,When,Time,,
6114,En quelle année la stade a-t-il été inauguré à Parkhead ?,When,Time,,
1834,Combien de lignes sont aujourd'hui présentes pour assurer le transport ?,How_Many,Measure,,
1714,Combien de critère doivent vérifier les sommets pour être valides ?,How_Many,Measure,,
10036,Quand est-ce que l'Exposition se termine?,When,Time,,
17830,Qui a mis en place la clause de masculinité dans le but de renforcer les possessions des Capétients ?,Who,Human,,
7045,Où le camion de matériels est il volé ?,Where,Location,,
9735,Quand a eu lieu le processus de reconnaissance des stigmates du capucin ?,When,Time,,
18909,Qui est l’entraîneur de l'équipe de l'année ?,Who,Human,,
6138,"En quelle année le budget annuel du club a atteint la valeur de  6,4 millions de livres sterling?",When,Time,,
9911,Quand est ce que l'équipe a connu une chute ?,When,Time,,
7004,Où l'album Aural Sculpture est il enregistré ?,Where,Location,,
57,A l'aide de quoi cache-t-on les chambres à gaz des avions?,0,Thing,Instrument,
7495,Par quel moyen est-il exécuté ?,Comment,Comment,,
18519,Qui est emprisonné ?,Who,Human,,
17849,Qui a peint des reproductions de la décoration du navire ?,Who,Human,,
17940,Qui a succédé à Les Clark ?,Who,Human,,
19667,Qui sont les premiers à le gravir ?,Who,Human,,
7272,Où se situe le centre du LOSC ?,Where,Location,,
18416,Qui enterre les corps des gazés?,Who,Human,,
784,A qui étaient opposés le monarchistes en 1920?,Who,Organization,,
10442,Quand meurt Alexandre ?,When,Time,,
128,A partir de quand les centres d'extermination sont opérationnels ?,When,Time,,
19054,Qui est-ce qui a épuisé toutes les ressources vitales de la Normandie?,Who,Human,,
7360,Où sont affectés les hommes supplémentaires de la division ?,Where,Location,,
7333,Où se trouve la sépulture initiale d'Olga ?,Where,Location,,
8039,Pour qui Catherine de Sienne a-t-elle été une forte source d'influence ?,Who,Human,,
734,A qui la conception d'une nouvelle monoplace est-elle confiée ?,Who,Human,,
9851,Quand cette traversée a-t-elle été faite pour la première fois ?,When,Time,,
9730,Quand a eu lieu le grand rétrécissement de la glace en antarctique ?,When,Time,,
19524,Qui s'oppose au contrôle des biens de monastères par les anciens ?,Who,Human,,
20652,"À qui les moines et Siémo, Halkiopoulos doivent-ils prêter serment ?",Who,Human,,
10050,Quand est-ce que la chèvre apparaît ?,When,Time,,
4549,De combien de fois le rythme métabolique de la tortue luth est il supérieur à un reptile de même taille ?,How_Many,Measure,,
19677,Qui sont principalement les personnes assistants à l'exécution ?,Who,Human,,
19890,Qui était le première candidate féminine à la vice-présidence ?,Who,Human,,
1719,Combien de côtes ont les chevaux de l'ile d'Ocracoke?,How_Many,Measure,,
8071,Pour qui travailla Eisenstein ?,Who,Human,,
9475,Quand Cassini a-t-elle pris une image d'un gros nuage à 40 km au dessus du pôle nord de Titan ?,When,Time,,
6867,Où est le monument en l'honneur des étudiants et anciens étudiants victime des attentats du 11 septembre ?,Where,Location,,
158,A partir de quelle année les albums s'espacent ils de plus en plus ?,When,Time,,
2285,Combien de villes les cités étrusques formaient-elles ?,How_Many,Measure,,
7486,Par quel moyen Olaf a-t-il le plus probablement trouvé son chemin ?,Comment,Comment,,
17990,Qui a écrit Lessons for Children ?,Who,Human,,
9673,Quand Yaméogo débarque-t-il en Côte d'Ivoire?,When,Time,,
1874,Combien de militaires haut gradés la Grèce a-t-elle envoyé en Macédoine?,How_Many,Measure,,
19783,Qui vole malgré les sanctions du commandement japonais ?,Who,Human,,
18905,Qui est le vice-président de la Société académique du Touquet-Paris-Plage ?,Who,Human,,
249,A quand remonte son annonce de partager des titres de la Mega Drive avec la console Wii ?,When,Time,,
1896,Combien de mâchoires de Néandertaliens ont été étudiées ?,How_Many,Measure,,
17637,Qui a co-écrit le mouvement avec Anne Teresa De Keersmaeker ?,Who,Human,,
18560,Qui est l'ancètre de Matchem parmis les trois étalons fondateurs ?,Who,Human,,
5246,De qui semble s'inspirer Keats ?,Who,Human,,
17733,Qui a expliqué en 2001 pourquoi Churchill s'est rendu sur la ligne de front ?,Who,Human,,
19424,Qui remet les Interactive Achievement Awards ?,Who,Human,,
1355,Combien Argus a-t-il d'yeux ?,How_Many,Measure,,
19131,Qui inscrit le premier but de la rencontre ?,Who,Human,,
9787,Quand a été fondée la confédération des cités-Etats étrusques ?,When,Time,,
18146,Qui assistent à la cérémonie le 5 mai 1384 en présence de la tête de Catherine ?,Who,Human,,
6853,Où est il presque un héros national ?,Where,Location,,
735,A qui la demeure Bleak House appartient-elle ?,Who,Human,,
1372,Combien aura coûté l'exposition en monnaie locale?,How_Many,Measure,,
2419,Combien y avait-il de lits au centre hospitalier le 31 décembre 2017 ?,How_Many,Measure,,
19592,Qui signe sa meilleure performance en qualification de la saison avec une sixième place ?,Who,Human,,
19103,Qui fut inspiré par les réalisations de Gustaf Tenggren ?,Who,Human,,
9940,Quand est lu cet engagement devant le front des troupes ?,When,Time,,
19007,Qui est à l'origine de l'amélioration du son?,Who,Human,,
5761,En quelle année Beveridge présente-t-il son plan sur la sécurité sociale ?,When,Time,,
17817,Qui a maigri suite à un enlèvement?,Who,Human,,
1526,Combien d'éclaireurs Ulysse sollicite-t-il?,How_Many,Measure,,
19708,Qui subit des critiques ?,Who,Human,,
10354,Quand le roi visita-t-il le chantier ?,When,Time,,
17816,Qui a légué une partie de ses parts sociales de SASP à Seydoux ?,Who,Human,,
1555,Combien d'étages avaient les pagodes ?,How_Many,Measure,,
10433,Quand les îles de Gilbert deviennent-elles américaines ?,When,Time,,
6955,Où est-ce que le général Espivent se replie en 1871 ?,Where,Location,,
132,A partir de quand les hommes commencent à pratiquer l'agriculture ?,When,Time,,
6006,En quelle année est sorti le film Le Monde perdu?,When,Time,,
7371,Où sont disséminés les peaux et crânes des spéciments?,Where,Location,,
7027,Où la famille déménage-t-elle ?,Where,Location,,
418,A quel écrivain est ainsi lié Golder ?,0,Human,,
18221,Qui considère que la scène de cauchemar avec les éfélants est celle qui fait le plus preuve d'inspiration?,Who,Human,,
18069,Qui a été tué en compagnie de Jean de Conflans lorsque la foule envahit le Palais de la Cité ?,Who,Human,,
18171,Qui avait remporté le match allé lors de cette confrontation opposant les Maroons aux Rangers ?,Who,Human,,
6198,En quelle année ouvre le parc ?,When,Time,,
1052,Au début de quel siècle apparut le persan smoke ?,When,Time,,
18834,Qui est le premier rédacteur en chef du The Cletic View ?,Who,Human,,
5909,En quelle année a été publié Mister Pip ?,When,Time,,
19414,Qui rejette l'offre d'enseigner la chimie à l'Université de Pennsylvanie ?,Who,Human,,
777,A qui sont destinées les tribunes ?,Who,Human,,
788,A qui était originellement dédicacée cette histoire ?,Who,Human,,
9872,Quand des mesures d'austérité ont-elles été mises en place?,When,Time,,
1926,Combien de parties composent le camp I?,How_Many,Measure,,
6179,En quelle année les elections legislatives sont-elles organisées de nouveau?,When,Time,,
1061,Au final combien de Mega-CD ont été vendus ?,How_Many,Measure,,
10337,Quand le nouveau gouvernement est-il formé ?,When,Time,,
18839,Qui est le principal artisan de la fondation du Tōdai-ji ?,Who,Human,,
307,A quel moment coupe-t-on le vent ?,When,Time,,
7739,Pendant combien de temps a-t-il enseigné la lecture et le chant ?,When,Time,,
18347,Qui donne une correction à l'auteur de la critique de No More Heroes ?,Who,Human,,
10382,Quand les Néandertaliens ont ils été évoqués pour la première fois ?,When,Time,,
18588,Qui est l'auteur de l'ouvrage La nuit du « Titanic »?,Who,Human,,
6816,Où est allé Olaf après son évasion ?,Where,Location,,
796,A quoi Hinault participe-t-il après avoir pris sa retraite d'agriculteur ?,What,Thing,,
5226,De qui le roi Gontran est-il le fils ?,Who,Human,,
19421,Qui remarque que la puissance du style de Balzac se trouve dans les innombrables analogies cachées ?,Who,Human,,
6760,Où a été Estella pour apprendre à se comporter en dame?,Where,Location,,
17596,Qui Volvo rejoint-il?,Who,Human,,
711,A qui est comparé Pip?,Who,Human,,
17875,Qui a précisé des éléments du mandat sur la Palestine?,Who,Human,,
2393,Combien y a t-il eu des matchs du championnat à domicile pour Lille ?,How_Many,Measure,,
20627,À qui Merlin parle-t-il ?,Who,Human,,
9569,Quand Jane Austen est-elle morte ?,When,Time,,
10289,Quand le Vasa a-t-il été construit ?,When,Time,,
8056,Pour qui est construite la chapelle à l'ouest du château ?,Who,Human,,
7416,Où travaille Louise Emmons ?,Where,Location,,
19758,Qui utilise un outil lié à la généralisation du quotient ?,Who,Human,,
